"","ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","gene_length"
"1853","ENSG00000100335","MIEF1","22",39895437,39914137,18700
"1854","ENSG00000100344","PNPLA3","22",44319619,44360368,40749
"1855","ENSG00000100345","MYH9","22",36677327,36784063,106736
"1856","ENSG00000100347","SAMM50","22",44351301,44406411,55110
"1857","ENSG00000100348","TXN2","22",36863083,36878077,14994
"1858","ENSG00000100350","FOXRED2","22",36883237,36903148,19911
"1859","ENSG00000100353","EIF3D","22",36906897,36925483,18586
"1860","ENSG00000100354","TNRC6B","22",40440821,40731812,290991
"1861","ENSG00000100359","SGSM3","22",40766595,40806293,39698
"1862","ENSG00000100360","IFT27","22",37154246,37172300,18054
"1863","ENSG00000100364","KIAA0930","22",45586219,45636650,50431
"1864","ENSG00000100372","SLC25A17","22",41165634,41215403,49769
"1865","ENSG00000100376","FAM118A","22",45704849,45737836,32987
"1866","ENSG00000100379","KCTD17","22",37447779,37459430,11651
"1867","ENSG00000100380","ST13","22",41220539,41253026,32487
"1868","ENSG00000100387","RBX1","22",41347351,41369313,21962
"1869","ENSG00000100393","EP300","22",41487790,41576081,88291
"1870","ENSG00000100395","L3MBTL2","22",41601209,41627275,26066
"1871","ENSG00000100401","RANGAP1","22",41641615,41682255,40640
"1872","ENSG00000100403","ZC3H7B","22",41697526,41756151,58625
"1873","ENSG00000100410","PHF5A","22",41855721,41864729,9008
"1874","ENSG00000100412","ACO2","22",41865129,41924993,59864
"1875","ENSG00000100413","POLR3H","22",41921808,41940610,18802
"1876","ENSG00000100416","TRMU","22",46726772,46753237,26465
"1877","ENSG00000100417","PMM1","22",41972898,41985894,12996
"1878","ENSG00000100418","DESI1","22",41994032,42017100,23068
"1879","ENSG00000100422","CERK","22",47080308,47134158,53850
"1880","ENSG00000100425","BRD1","22",50166931,50221160,54229
"1881","ENSG00000100426","ZBED4","22",50247490,50283726,36236
"1882","ENSG00000100427","MLC1","22",50497820,50524331,26511
"1883","ENSG00000100433","KCNK10","14",88649113,88793251,144138
"1884","ENSG00000100439","ABHD4","14",23067146,23081265,14119
"1885","ENSG00000100441","KHNYN","14",24898492,24910540,12048
"1886","ENSG00000100442","FKBP3","14",45584803,45604522,19719
"1887","ENSG00000100445","SDR39U1","14",24908972,24912111,3139
"1888","ENSG00000100461","RBM23","14",23369854,23388393,18539
"1889","ENSG00000100462","PRMT5","14",23389720,23398794,9074
"1890","ENSG00000100473","COCH","14",31343720,31364271,20551
"1891","ENSG00000100478","AP4S1","14",31494312,31562818,68506
"1892","ENSG00000100479","POLE2","14",50110273,50155140,44867
"1893","ENSG00000100483","VCPKMT","14",50575350,50583318,7968
"1894","ENSG00000100485","SOS2","14",50583847,50698276,114429
"1895","ENSG00000100490","CDKL1","14",50796310,50883179,86869
"1896","ENSG00000100503","NIN","14",51186481,51297839,111358
"1897","ENSG00000100504","PYGL","14",51324609,51411454,86845
"1898","ENSG00000100505","TRIM9","14",51441980,51562779,120799
"1899","ENSG00000100519","PSMC6","14",53173890,53195305,21415
"1900","ENSG00000100522","GNPNAT1","14",53241912,53258386,16474
"1901","ENSG00000100523","DDHD1","14",53510686,53620000,109314
"1902","ENSG00000100526","CDKN3","14",54863567,54886936,23369
"1903","ENSG00000100528","CNIH1","14",54893654,54908149,14495
"1904","ENSG00000100532","CGRRF1","14",54976530,55005567,29037
"1905","ENSG00000100554","ATP6V1D","14",67761088,67826982,65894
"1906","ENSG00000100564","PIGH","14",68048672,68067004,18332
"1907","ENSG00000100567","PSMA3","14",58711549,58738730,27181
"1908","ENSG00000100568","VTI1B","14",68113792,68141548,27756
"1909","ENSG00000100575","TIMM9","14",58875212,58894332,19120
"1910","ENSG00000100577","GSTZ1","14",77787227,77797940,10713
"1911","ENSG00000100578","KIAA0586","14",58894103,59015216,121113
"1912","ENSG00000100580","TMED8","14",77801364,77843452,42088
"1913","ENSG00000100583","SAMD15","14",77843032,77857840,14808
"1914","ENSG00000100591","AHSA1","14",77924213,77935817,11604
"1915","ENSG00000100592","DAAM1","14",59655364,59838123,182759
"1916","ENSG00000100596","SPTLC2","14",77972340,78083116,110776
"1917","ENSG00000100599","RIN3","14",92980118,93155339,175221
"1918","ENSG00000100600","LGMN","14",93170152,93215047,44895
"1919","ENSG00000100601","ALKBH1","14",78138747,78174363,35616
"1920","ENSG00000100603","SNW1","14",78183942,78227550,43608
"1921","ENSG00000100604","CHGA","14",93389425,93401638,12213
"1922","ENSG00000100605","ITPK1","14",93403259,93582665,179406
"1923","ENSG00000100612","DHRS7","14",60610838,60636574,25736
"1924","ENSG00000100614","PPM1A","14",60712470,60765805,53335
"1925","ENSG00000100625","SIX4","14",61176246,61191066,14820
"1926","ENSG00000100626","GALNT16","14",69725994,69821183,95189
"1927","ENSG00000100629","CEP128","14",80943330,81425861,482531
"1928","ENSG00000100632","ERH","14",69846848,69865344,18496
"1929","ENSG00000100644","HIF1A","14",62162231,62214976,52745
"1930","ENSG00000100647","KIAA0247","14",70078313,70181859,103546
"1931","ENSG00000100650","SRSF5","14",70193617,70238722,45105
"1932","ENSG00000100664","EIF5","14",103799881,103811362,11481
"1933","ENSG00000100678","SLC8A3","14",70510934,70655787,144853
"1934","ENSG00000100697","DICER1","14",95552565,95624347,71782
"1935","ENSG00000100711","ZFYVE21","14",104182067,104200005,17938
"1936","ENSG00000100714","MTHFD1","14",64854749,64926722,71973
"1937","ENSG00000100722","ZC3H14","14",89029253,89079853,50600
"1938","ENSG00000100726","TELO2","16",1543345,1560458,17113
"1939","ENSG00000100731","PCNX","14",71374122,71582099,207977
"1940","ENSG00000100744","GSKIP","14",96829814,96853625,23811
"1941","ENSG00000100749","VRK1","14",97263641,97398059,134418
"1942","ENSG00000100764","PSMC1","14",90722839,90738968,16129
"1943","ENSG00000100767","PAPLN","14",73704205,73741348,37143
"1944","ENSG00000100784","RPS6KA5","14",91336799,91526980,190181
"1945","ENSG00000100796","SMEK1","14",91923955,91976898,52943
"1946","ENSG00000100802","C14orf93","14",23456110,23479375,23265
"1947","ENSG00000100804","PSMB5","14",23485752,23504439,18687
"1948","ENSG00000100811","YY1","14",100704635,100749129,44494
"1949","ENSG00000100813","ACIN1","14",23527773,23564823,37050
"1950","ENSG00000100814","CCNB1IP1","14",20779527,20801471,21944
"1951","ENSG00000100815","TRIP11","14",92432335,92507240,74905
"1952","ENSG00000100823","APEX1","14",20923350,20925927,2577
"1953","ENSG00000100836","PABPN1","14",23790498,23795394,4896
"1954","ENSG00000100842","EFS","14",23825611,23834961,9350
"1955","ENSG00000100852","ARHGAP5","14",32545320,32628934,83614
"1956","ENSG00000100865","CINP","14",102808956,102829253,20297
"1957","ENSG00000100883","SRP54","14",35451163,35498773,47610
"1958","ENSG00000100888","CHD8","14",21853353,21924285,70932
"1959","ENSG00000100889","PCK2","14",24563262,24579807,16545
"1960","ENSG00000100890","KIAA0391","14",35591052,35743271,152219
"1961","ENSG00000100897","DCAF11","14",24583404,24594451,11047
"1962","ENSG00000100902","PSMA6","14",35747839,35786699,38860
"1963","ENSG00000100906","NFKBIA","14",35870717,35873955,3238
"1964","ENSG00000100908","EMC9","14",24608174,24610797,2623
"1965","ENSG00000100911","PSME2","14",24612574,24616779,4205
"1966","ENSG00000100916","BRMS1L","14",36295524,36401531,106007
"1967","ENSG00000100918","REC8","14",24641062,24649463,8401
"1968","ENSG00000100926","TM9SF1","14",24658349,24682679,24330
"1969","ENSG00000100934","SEC23A","14",39501123,39578850,77727
"1970","ENSG00000100938","GMPR2","14",24701628,24708448,6820
"1971","ENSG00000100941","PNN","14",39644387,39652422,8035
"1972","ENSG00000100949","RABGGTA","14",24734744,24740945,6201
"1973","ENSG00000100968","NFATC4","14",24834879,24848810,13931
"1974","ENSG00000100979","PLTP","20",44527399,44540794,13395
"1975","ENSG00000100982","PCIF1","20",44563267,44576662,13395
"1976","ENSG00000100983","GSS","20",33516236,33543620,27384
"1977","ENSG00000100987","VSX1","20",25051521,25062996,11475
"1978","ENSG00000100991","TRPC4AP","20",33590207,33680674,90467
"1979","ENSG00000100994","PYGB","20",25228705,25278650,49945
"1980","ENSG00000100997","ABHD12","20",25275379,25371619,96240
"1981","ENSG00000101003","GINS1","20",25388363,25433264,44901
"1982","ENSG00000101004","NINL","20",25433341,25566153,132812
"1983","ENSG00000101019","UQCC1","20",33890369,33999944,109575
"1984","ENSG00000101040","ZMYND8","20",45837859,45985567,147708
"1985","ENSG00000101052","IFT52","20",42219571,42275936,56365
"1986","ENSG00000101057","MYBL2","20",42295754,42345136,49382
"1987","ENSG00000101079","NDRG3","20",35280169,35374481,94312
"1988","ENSG00000101084","C20orf24","20",35234137,35240960,6823
"1989","ENSG00000101098","RIMS4","20",43380449,43438979,58530
"1990","ENSG00000101104","PABPC1L","20",43538703,43587676,48973
"1991","ENSG00000101109","STK4","20",43595115,43708600,113485
"1992","ENSG00000101115","SALL4","20",50400581,50419059,18478
"1993","ENSG00000101126","ADNP","20",49505585,49547958,42373
"1994","ENSG00000101132","PFDN4","20",52824386,52844591,20205
"1995","ENSG00000101134","DOK5","20",53092136,53267710,175574
"1996","ENSG00000101138","CSTF1","20",54967427,54979518,12091
"1997","ENSG00000101144","BMP7","20",55743804,55841685,97881
"1998","ENSG00000101146","RAE1","20",55926066,55954267,28201
"1999","ENSG00000101150","TPD52L2","20",62496596,62522898,26302
"2000","ENSG00000101152","DNAJC5","20",62526518,62567384,40866
"2001","ENSG00000101158","NELFCD","20",57556263,57570188,13925
"2002","ENSG00000101160","CTSZ","20",57570240,57582302,12062
"2003","ENSG00000101161","PRPF6","20",62612488,62664453,51965
"2004","ENSG00000101166","SLMO2","20",57608200,57617964,9764
"2005","ENSG00000101181","MTG2","20",60758085,60778624,20539
"2006","ENSG00000101182","PSMA7","20",60711791,60718496,6705
"2007","ENSG00000101188","NTSR1","20",61340189,61394123,53934
"2008","ENSG00000101189","MRGBP","20",61427805,61431945,4140
"2009","ENSG00000101190","TCFL5","20",61472467,61493115,20648
"2010","ENSG00000101191","DIDO1","20",61509090,61569304,60214
"2011","ENSG00000101193","GID8","20",61569471,61576996,7525
"2012","ENSG00000101198","NKAIN4","20",61872136,61904046,31910
"2013","ENSG00000101199","ARFGAP1","20",61904137,61921142,17005
"2014","ENSG00000101210","EEF1A2","20",62119366,62130505,11139
"2015","ENSG00000101216","GMEB2","20",62218955,62258394,39439
"2016","ENSG00000101220","C20orf27","20",3734155,3749034,14879
"2017","ENSG00000101224","CDC25B","20",3767578,3786762,19184
"2018","ENSG00000101236","RNF24","20",3907956,3996229,88273
"2019","ENSG00000101246","ARFRP1","20",62329996,62339377,9381
"2020","ENSG00000101247","NDUFAF5","20",13765596,13799067,33471
"2021","ENSG00000101255","TRIB3","20",361261,378203,16942
"2022","ENSG00000101265","RASSF2","20",4760669,4804291,43622
"2023","ENSG00000101266","CSNK2A1","20",459116,524465,65349
"2024","ENSG00000101290","CDS2","20",5107432,5178533,71101
"2025","ENSG00000101294","HM13","20",30102231,30157370,55139
"2026","ENSG00000101298","SNPH","20",1246960,1289972,43012
"2027","ENSG00000101306","MYLK2","20",30407111,30422492,15381
"2028","ENSG00000101310","SEC23B","20",18488137,18542059,53922
"2029","ENSG00000101333","PLCB4","20",9049410,9461889,412479
"2030","ENSG00000101335","MYL9","20",35169887,35178228,8341
"2031","ENSG00000101337","TM9SF4","20",30697309,30755061,57752
"2032","ENSG00000101343","CRNKL1","20",20015012,20036690,21678
"2033","ENSG00000101346","POFUT1","20",30795683,30826470,30787
"2034","ENSG00000101347","SAMHD1","20",35518632,35580246,61614
"2035","ENSG00000101349","PAK7","20",9518036,9819689,301653
"2036","ENSG00000101350","KIF3B","20",30865467,30922814,57347
"2037","ENSG00000101353","MROH8","20",35729629,35807991,78362
"2038","ENSG00000101361","NOP56","20",2632791,2639039,6248
"2039","ENSG00000101363","MANBAL","20",35918041,35945663,27622
"2040","ENSG00000101365","IDH3B","20",2639041,2644865,5824
"2041","ENSG00000101367","MAPRE1","20",31407699,31438211,30512
"2042","ENSG00000101384","JAG1","20",10618332,10654694,36362
"2043","ENSG00000101391","CDK5RAP1","20",31946645,31989367,42722
"2044","ENSG00000101400","SNTA1","20",31995761,32031698,35937
"2045","ENSG00000101407","TTI1","20",36611409,36661870,50461
"2046","ENSG00000101412","E2F1","20",32263489,32274210,10721
"2047","ENSG00000101413","RPRD1B","20",36661948,36720768,58820
"2048","ENSG00000101417","PXMP4","20",32294512,32308125,13613
"2049","ENSG00000101421","CHMP4B","20",32399110,32442172,43062
"2050","ENSG00000101439","CST3","20",23608534,23619110,10576
"2051","ENSG00000101442","ACTR5","20",37377085,37400834,23749
"2052","ENSG00000101444","AHCY","20",32868074,32899608,31534
"2053","ENSG00000101445","PPP1R16B","20",37434348,37551667,117319
"2054","ENSG00000101447","FAM83D","20",37554955,37581703,26748
"2055","ENSG00000101452","DHX35","20",37590942,37668366,77424
"2056","ENSG00000101457","DNTTIP1","20",44420576,44440066,19490
"2057","ENSG00000101460","MAP1LC3A","20",33134658,33148149,13491
"2058","ENSG00000101463","SYNDIG1","20",24449835,24647252,197417
"2059","ENSG00000101464","PIGU","20",33148346,33264910,116564
"2060","ENSG00000101473","ACOT8","20",44470360,44486045,15685
"2061","ENSG00000101474","APMAP","20",24943561,24973615,30054
"2062","ENSG00000101489","CELF4","18",34823010,35146000,322990
"2063","ENSG00000101493","ZNF516","18",74069644,74207146,137502
"2064","ENSG00000101542","CDH20","18",59000815,59223006,222191
"2065","ENSG00000101544","ADNP2","18",77866915,77905406,38491
"2066","ENSG00000101546","RBFA","18",77794358,77806397,12039
"2067","ENSG00000101557","USP14","18",158383,214629,56246
"2068","ENSG00000101558","VAPA","18",9913999,9960018,46019
"2069","ENSG00000101574","METTL4","18",2537524,2571508,33984
"2070","ENSG00000101577","LPIN2","18",2916992,3013313,96321
"2071","ENSG00000101596","SMCHD1","18",2655737,2805015,149278
"2072","ENSG00000101605","MYOM1","18",3066805,3220106,153301
"2073","ENSG00000101608","MYL12A","18",3247479,3256234,8755
"2074","ENSG00000101624","CEP76","18",12661832,12702776,40944
"2075","ENSG00000101639","CEP192","18",12991361,13125051,133690
"2076","ENSG00000101654","RNMT","18",13726659,13764557,37898
"2077","ENSG00000101665","SMAD7","18",46446223,46477081,30858
"2078","ENSG00000101670","LIPG","18",47087069,47119272,32203
"2079","ENSG00000101680","LAMA1","18",6941743,7117813,176070
"2080","ENSG00000101695","RNF125","18",29598335,29653176,54841
"2081","ENSG00000101745","ANKRD12","18",9136226,9285983,149757
"2082","ENSG00000101746","NOL4","18",31431064,31804916,373852
"2083","ENSG00000101751","POLI","18",51795774,51847636,51862
"2084","ENSG00000101752","MIB1","18",19284918,19450918,166000
"2085","ENSG00000101773","RBBP8","18",20378224,20606451,228227
"2086","ENSG00000101782","RIOK3","18",21032787,21066567,33780
"2087","ENSG00000101811","CSTF2","X",100075384,100095921,20537
"2088","ENSG00000101825","MXRA5","X",3226606,3264682,38076
"2089","ENSG00000101843","PSMD10","X",107327437,107334848,7411
"2090","ENSG00000101844","ATG4A","X",107334898,107397901,63003
"2091","ENSG00000101846","STS","X",7137497,7272851,135354
"2092","ENSG00000101849","TBL1X","X",9431335,9687780,256445
"2093","ENSG00000101856","PGRMC1","X",118370216,118378429,8213
"2094","ENSG00000101868","POLA1","X",24712036,25015103,303067
"2095","ENSG00000101871","MID1","X",10413350,10851773,438423
"2096","ENSG00000101882","NKAP","X",119059014,119077735,18721
"2097","ENSG00000101888","NXT2","X",108779010,108787919,8909
"2098","ENSG00000101890","GUCY2F","X",108616135,108725301,109166
"2099","ENSG00000101898","","20",30135307,30135852,545
"2100","ENSG00000101901","ALG13","X",110909043,111003877,94834
"2101","ENSG00000101911","PRPS2","X",12809474,12842341,32867
"2102","ENSG00000101928","MOSPD1","X",134021656,134049297,27641
"2103","ENSG00000101935","AMMECR1","X",109437414,109683461,246047
"2104","ENSG00000101938","CHRDL1","X",109917084,110039286,122202
"2105","ENSG00000101940","WDR13","X",48448430,48463581,15151
"2106","ENSG00000101945","SUV39H1","X",48553945,48567403,13458
"2107","ENSG00000101955","SRPX","X",38008589,38080696,72107
"2108","ENSG00000101958","GLRA2","X",14547420,14749934,202514
"2109","ENSG00000101966","XIAP","X",122993574,123047829,54255
"2110","ENSG00000101972","STAG2","X",123094062,123556514,462452
"2111","ENSG00000101974","ATP11C","X",138808505,139027435,218930
"2112","ENSG00000101977","MCF2","X",138663929,138790386,126457
"2113","ENSG00000101986","ABCD1","X",152990323,153010216,19893
"2114","ENSG00000101997","CCDC22","X",49091927,49106987,15060
"2115","ENSG00000102003","SYP","X",49044269,49056718,12449
"2116","ENSG00000102007","PLP2","X",49028273,49031588,3315
"2117","ENSG00000102024","PLS3","X",114795501,114885181,89680
"2118","ENSG00000102030","NAA10","X",153194695,153200676,5981
"2119","ENSG00000102032","RENBP","X",153200716,153210232,9516
"2120","ENSG00000102034","ELF4","X",129198849,129244691,45842
"2121","ENSG00000102038","SMARCA1","X",128580480,128657477,76997
"2122","ENSG00000102043","MTMR8","X",63444187,63615333,171146
"2123","ENSG00000102053","ZC3H12B","X",64708615,64727767,19152
"2124","ENSG00000102054","RBBP7","X",16857406,16888537,31131
"2125","ENSG00000102078","SLC25A14","X",129473874,129507335,33461
"2126","ENSG00000102081","FMR1","X",146993469,147032645,39176
"2127","ENSG00000102096","PIM2","X",48770459,48776301,5842
"2128","ENSG00000102098","SCML2","X",18257434,18372847,115413
"2129","ENSG00000102100","SLC35A2","X",48760459,48769235,8776
"2130","ENSG00000102103","PQBP1","X",48755195,48760420,5225
"2131","ENSG00000102119","EMD","X",153607557,153609883,2326
"2132","ENSG00000102125","TAZ","X",153639854,153650065,10211
"2133","ENSG00000102144","PGK1","X",77320685,77384793,64108
"2134","ENSG00000102158","MAGT1","X",77081861,77151090,69229
"2135","ENSG00000102172","SMS","X",21958691,22025798,67107
"2136","ENSG00000102174","PHEX","X",22050559,22269427,218868
"2137","ENSG00000102178","UBL4A","X",153712056,153715009,2953
"2138","ENSG00000102181","CD99L2","X",149934810,150067289,132479
"2139","ENSG00000102189","EEA1","12",93164413,93323107,158694
"2140","ENSG00000102218","RP2","X",46696375,46741793,45418
"2141","ENSG00000102221","JADE3","X",46771711,46920641,148930
"2142","ENSG00000102225","CDK16","X",47077259,47089396,12137
"2143","ENSG00000102226","USP11","X",47092089,47107727,15638
"2144","ENSG00000102230","PCYT1B","X",24576204,24690794,114590
"2145","ENSG00000102241","HTATSF1","X",135579238,135594505,15267
"2146","ENSG00000102265","TIMP1","X",47441712,47446188,4476
"2147","ENSG00000102271","KLHL4","X",86772752,86925050,152298
"2148","ENSG00000102287","GABRE","X",151121596,151143152,21556
"2149","ENSG00000102290","PCDH11X","X",91034260,91878229,843969
"2150","ENSG00000102302","FGD1","X",54471887,54522599,50712
"2151","ENSG00000102309","PIN4","X",71401203,71522776,121573
"2152","ENSG00000102312","PORCN","X",48367350,48379202,11852
"2153","ENSG00000102316","MAGED2","X",54834032,54842445,8413
"2154","ENSG00000102317","RBM3","X",48432837,48437454,4617
"2155","ENSG00000102359","SRPX2","X",99899215,99926296,27081
"2156","ENSG00000102362","SYTL4","X",99929488,99987110,57622
"2157","ENSG00000102383","ZDHHC15","X",74588262,74743337,155075
"2158","ENSG00000102384","CENPI","X",100353178,100418670,65492
"2159","ENSG00000102385","DRP2","X",100474758,100519486,44728
"2160","ENSG00000102390","PBDC1","X",75392771,75398039,5268
"2161","ENSG00000102393","GLA","X",100652791,100662913,10122
"2162","ENSG00000102401","ARMCX3","X",100877787,100882833,5046
"2163","ENSG00000102409","BEX4","X",102470020,102472174,2154
"2164","ENSG00000102452","NALCN","13",101706130,102068843,362713
"2165","ENSG00000102466","FGF14","13",102372134,103054124,681990
"2166","ENSG00000102471","NDFIP2","13",80055287,80130210,74923
"2167","ENSG00000102524","TNFSF13B","13",108903588,108960832,57244
"2168","ENSG00000102531","FNDC3A","13",49550048,49783915,233867
"2169","ENSG00000102543","CDADC1","13",49822047,49867618,45571
"2170","ENSG00000102547","CAB39L","13",49882786,50018262,135476
"2171","ENSG00000102554","KLF5","13",73629114,73651676,22562
"2172","ENSG00000102572","STK24","13",99102455,99230194,127739
"2173","ENSG00000102580","DNAJC3","13",96329393,96447243,117850
"2174","ENSG00000102595","UGGT2","13",96453834,96705736,251902
"2175","ENSG00000102606","ARHGEF7","13",111766906,111958084,191178
"2176","ENSG00000102678","FGF9","13",22245522,22278637,33115
"2177","ENSG00000102683","SGCG","13",23755091,23899304,144213
"2178","ENSG00000102699","PARP4","13",24995064,25086948,91884
"2179","ENSG00000102710","SUPT20H","13",37583449,37633850,50401
"2180","ENSG00000102738","MRPS31","13",41303432,41345309,41877
"2181","ENSG00000102743","SLC25A15","13",41363548,41384247,20699
"2182","ENSG00000102753","KPNA3","13",50273447,50367057,93610
"2183","ENSG00000102760","RGCC","13",42031695,42045018,13323
"2184","ENSG00000102763","VWA8","13",42140973,42535256,394283
"2185","ENSG00000102780","DGKH","13",42614176,42830714,216538
"2186","ENSG00000102781","KATNAL1","13",30776767,30881621,104854
"2187","ENSG00000102786","INTS6","13",51928213,52028400,100187
"2188","ENSG00000102796","DHRS12","13",52342129,52378293,36164
"2189","ENSG00000102804","TSC22D1","13",45007655,45151283,143628
"2190","ENSG00000102805","CLN5","13",77564795,77576652,11857
"2191","ENSG00000102837","OLFM4","13",53602894,53626192,23298
"2192","ENSG00000102858","MGRN1","16",4666494,4740975,74481
"2193","ENSG00000102870","ZNF629","16",30789778,30798523,8745
"2194","ENSG00000102879","CORO1A","16",30194148,30200397,6249
"2195","ENSG00000102882","MAPK3","16",30125426,30134827,9401
"2196","ENSG00000102886","GDPD3","16",30116131,30125177,9046
"2197","ENSG00000102890","ELMO3","16",67233014,67237932,4918
"2198","ENSG00000102893","PHKB","16",47495034,47735434,240400
"2199","ENSG00000102897","LYRM1","16",20911190,20936328,25138
"2200","ENSG00000102898","NUTF2","16",67880635,67906470,25835
"2201","ENSG00000102900","NUP93","16",56764017,56878797,114780
"2202","ENSG00000102901","CENPT","16",67862060,67881714,19654
"2203","ENSG00000102904","TSNAXIP1","16",67840668,67866051,25383
"2204","ENSG00000102908","NFAT5","16",69598997,69738569,139572
"2205","ENSG00000102910","LONP2","16",48278207,48397033,118826
"2206","ENSG00000102921","N4BP1","16",48572637,48654059,81422
"2207","ENSG00000102931","ARL2BP","16",57279010,57287516,8506
"2208","ENSG00000102935","ZNF423","16",49521435,49891830,370395
"2209","ENSG00000102967","DHODH","16",72042487,72058954,16467
"2210","ENSG00000102974","CTCF","16",67596310,67673086,76776
"2211","ENSG00000102977","ACD","16",67691415,67694713,3298
"2212","ENSG00000102978","POLR2C","16",57496299,57505922,9623
"2213","ENSG00000102981","PARD6A","16",67694849,67696681,1832
"2214","ENSG00000102984","ZNF821","16",71893583,71929239,35656
"2215","ENSG00000102996","MMP15","16",58059470,58080805,21335
"2216","ENSG00000103005","USB1","16",58033450,58055522,22072
"2217","ENSG00000103018","CYB5B","16",69458428,69500169,41741
"2218","ENSG00000103021","CCDC113","16",58265061,58317740,52679
"2219","ENSG00000103024","NME3","16",1820287,1821731,1444
"2220","ENSG00000103034","NDRG4","16",58496750,58547532,50782
"2221","ENSG00000103035","PSMD7","16",74330673,74340186,9513
"2222","ENSG00000103037","SETD6","16",58549383,58554431,5048
"2223","ENSG00000103042","SLC38A7","16",58699013,58719008,19995
"2224","ENSG00000103043","VAC14","16",70721342,70835064,113722
"2225","ENSG00000103047","TANGO6","16",68877507,69119083,241576
"2226","ENSG00000103051","COG4","16",70514471,70557468,42997
"2227","ENSG00000103056","SMPD3","16",68392231,68482591,90360
"2228","ENSG00000103061","SLC7A6OS","16",68318406,68344849,26443
"2229","ENSG00000103064","SLC7A6","16",68298433,68335722,37289
"2230","ENSG00000103066","PLA2G15","16",68279207,68294961,15754
"2231","ENSG00000103091","WDR59","16",74907468,75034071,126603
"2232","ENSG00000103111","MON1B","16",77224732,77236302,11570
"2233","ENSG00000103121","CMC2","16",81009698,81053875,44177
"2234","ENSG00000103126","AXIN1","16",337440,402673,65233
"2235","ENSG00000103145","HCFC1R1","16",3072621,3074287,1666
"2236","ENSG00000103148","NPRL3","16",134273,188859,54586
"2237","ENSG00000103150","MLYCD","16",83932731,83949787,17056
"2238","ENSG00000103152","MPG","16",127006,135852,8846
"2239","ENSG00000103154","NECAB2","16",84002237,84036381,34144
"2240","ENSG00000103160","HSDL1","16",84155886,84178797,22911
"2241","ENSG00000103168","TAF1C","16",84211458,84220669,9211
"2242","ENSG00000103174","NAGPA","16",5074845,5084142,9297
"2243","ENSG00000103175","WFDC1","16",84328252,84363450,35198
"2244","ENSG00000103187","COTL1","16",84599200,84651683,52483
"2245","ENSG00000103194","USP10","16",84733584,84813528,79944
"2246","ENSG00000103196","CRISPLD2","16",84853590,84954374,100784
"2247","ENSG00000103197","TSC2","16",2097466,2138716,41250
"2248","ENSG00000103199","ZNF500","16",4798240,4817625,19385
"2249","ENSG00000103202","NME4","16",446725,460367,13642
"2250","ENSG00000103222","ABCC1","16",16043434,16236931,193497
"2251","ENSG00000103226","NOMO3","16",16326352,16388668,62316
"2252","ENSG00000103227","LMF1","16",903634,1031318,127684
"2253","ENSG00000103245","NARFL","16",779753,791329,11576
"2254","ENSG00000103248","MTHFSD","16",86563782,86588841,25059
"2255","ENSG00000103249","CLCN7","16",1494935,1525581,30646
"2256","ENSG00000103253","HAGHL","16",776936,785525,8589
"2257","ENSG00000103254","FAM173A","16",770581,772601,2020
"2258","ENSG00000103257","SLC7A5","16",87863629,87903094,39465
"2259","ENSG00000103260","METRN","16",765115,769655,4540
"2260","ENSG00000103264","FBXO31","16",87360593,87425748,65155
"2261","ENSG00000103266","STUB1","16",730224,732870,2646
"2262","ENSG00000103274","NUBP1","16",10837643,10863208,25565
"2263","ENSG00000103275","UBE2I","16",1355548,1377019,21471
"2264","ENSG00000103319","EEF2K","16",22217603,22298554,80951
"2265","ENSG00000103326","CAPN15","16",577717,604636,26919
"2266","ENSG00000103335","PIEZO1","16",88781751,88851619,69868
"2267","ENSG00000103342","GSPT1","16",11961985,12009939,47954
"2268","ENSG00000103343","ZNF174","16",3451235,3459370,8135
"2269","ENSG00000103351","CLUAP1","16",3550924,3589048,38124
"2270","ENSG00000103353","UBFD1","16",23568392,23585710,17318
"2271","ENSG00000103356","EARS2","16",23533335,23569052,35717
"2272","ENSG00000103363","TCEB2","16",2821415,2827298,5883
"2273","ENSG00000103365","GGA2","16",23474863,23533316,58453
"2274","ENSG00000103381","CPPED1","16",12756919,12897874,140955
"2275","ENSG00000103404","USP31","16",23072727,23160591,87864
"2276","ENSG00000103415","HMOX2","16",4524691,4560348,35657
"2277","ENSG00000103423","DNAJA3","16",4475806,4506776,30970
"2278","ENSG00000103429","BFAR","16",14726672,14763093,36421
"2279","ENSG00000103449","SALL1","16",51169886,51185278,15392
"2280","ENSG00000103460","TOX3","16",52471917,52581714,109797
"2281","ENSG00000103479","RBL2","16",53467889,53525561,57672
"2282","ENSG00000103485","QPRT","16",29674600,29710020,35420
"2283","ENSG00000103489","XYLT1","16",17195626,17564738,369112
"2284","ENSG00000103494","RPGRIP1L","16",53631595,53737850,106255
"2285","ENSG00000103495","MAZ","16",29817427,29823649,6222
"2286","ENSG00000103496","STX4","16",31044210,31054296,10086
"2287","ENSG00000103502","CDIPT","16",29869678,29875057,5379
"2288","ENSG00000103507","BCKDK","16",31117428,31124110,6682
"2289","ENSG00000103510","KAT8","16",31127075,31142714,15639
"2290","ENSG00000103512","NOMO1","16",14927538,14990017,62479
"2291","ENSG00000103528","SYT17","16",19179293,19279652,100359
"2292","ENSG00000103540","CCP110","16",19535133,19564730,29597
