;ensembl_gene_id;hgnc_symbol;chromosome_name;start_position;end_position;gene_length;DEG
2362;ENSG00000162670;BRINP3;1;190066792;190446759;379967;0
2363;ENSG00000162676;GFI1;1;92940319;92952433;12114;0
2364;ENSG00000162687;KCNT2;1;196194909;196578355;383446;0
2365;ENSG00000162688;AGL;1;100315640;100389579;73939;0
2366;ENSG00000162692;VCAM1;1;101185298;101204601;19303;1
2367;ENSG00000162694;EXTL2;1;101337943;101361554;23611;0
2368;ENSG00000162695;SLC30A7;1;101361632;101447309;85677;0
2369;ENSG00000162702;ZNF281;1;200374068;200379184;5116;0
2370;ENSG00000162704;ARPC5;1;183592401;183604892;12491;0
2371;ENSG00000162706;CADM3;1;159141399;159173103;31704;0
2372;ENSG00000162711;NLRP3;1;247579458;247612410;32952;0
2373;ENSG00000162714;ZNF496;1;247460714;247495148;34434;0
2374;ENSG00000162722;TRIM58;1;248020501;248041507;21006;0
2375;ENSG00000162728;KCNJ9;1;160051360;160060353;8993;0
2376;ENSG00000162729;IGSF8;1;160061130;160068733;7603;0
2377;ENSG00000162733;DDR2;1;162601163;162757190;156027;1
2378;ENSG00000162734;PEA15;1;160175127;160185166;10039;0
2379;ENSG00000162735;PEX19;1;160246602;160256138;9536;0
2380;ENSG00000162736;NCSTN;1;160313062;160328742;15680;0
2381;ENSG00000162738;VANGL2;1;160370376;160398468;28092;0
2382;ENSG00000162745;OLFML2B;1;161952982;161993644;40662;1
2383;ENSG00000162746;FCRLB;1;161691353;161697933;6580;0
2384;ENSG00000162753;SLC9C2;1;173469603;173572233;102630;1
2385;ENSG00000162755;KLHDC9;1;161068151;161070136;1985;0
2386;ENSG00000162757;C1orf74;1;209955661;209957904;2243;0
2387;ENSG00000162769;FLVCR1;1;213031597;213072705;41108;0
2388;ENSG00000162772;ATF3;1;212738676;212794119;55443;1
2389;ENSG00000162775;RBM15;1;110881128;110889299;8171;0
2390;ENSG00000162783;IER5;1;181057638;181059977;2339;0
2391;ENSG00000162813;BPNT1;1;220230824;220263804;32980;0
2392;ENSG00000162814;SPATA17;1;217804666;218045038;240372;0
2393;ENSG00000162817;C1orf115;1;220863187;220872499;9312;0
2394;ENSG00000162819;BROX;1;222885895;222908538;22643;0
2395;ENSG00000162836;ACP6;1;147101453;147142618;41165;0
2396;ENSG00000162849;KIF26B;1;245318287;245872733;554446;0
2397;ENSG00000162851;TFB2M;1;246703862;246729626;25764;0
2398;ENSG00000162852;CNST;1;246729746;246831886;102140;0
2399;ENSG00000162873;KLHDC8A;1;205305220;205326218;20998;0
2400;ENSG00000162885;B3GALNT2;1;235613238;235667781;54543;0
2401;ENSG00000162889;MAPKAPK2;1;206858289;206907628;49339;0
2402;ENSG00000162909;CAPN2;1;223889295;223963720;74425;0
2403;ENSG00000162910;MRPL55;1;228294380;228297013;2633;0
2404;ENSG00000162913;C1orf145;1;228391207;228401365;10158;0
2405;ENSG00000162923;WDR26;1;224572845;224624735;51890;0
2406;ENSG00000162931;TRIM17;1;228595641;228604562;8921;0
2407;ENSG00000162946;DISC1;1;231762561;232177018;414457;1
2408;ENSG00000163041;H3F3A;1;226249552;226259702;10150;0
2409;ENSG00000163050;ADCK3;1;227085237;227175246;90009;0
2410;ENSG00000163113;OTUD7B;1;149909705;149982625;72920;0
2411;ENSG00000163125;RPRD2;1;150335567;150449042;113475;0
2412;ENSG00000163131;CTSS;1;150702672;150738433;35761;0
2413;ENSG00000163141;BNIPL;1;151009046;151020076;11030;0
2414;ENSG00000163155;LYSMD1;1;151132224;151138424;6200;0
2415;ENSG00000163156;SCNM1;1;151129140;151142773;13633;0
2416;ENSG00000163159;VPS72;1;151142463;151167797;25334;0
2417;ENSG00000163344;PMVK;1;154897210;154909467;12257;0
2418;ENSG00000163346;PBXIP1;1;154916552;154928599;12047;0
2419;ENSG00000163348;PYGO2;1;154929502;154936329;6827;0
2420;ENSG00000163349;HIPK1;1;114471814;114520426;48612;0
2421;ENSG00000163354;DCST2;1;154990996;155006257;15261;0
2422;ENSG00000163362;C1orf106;1;200860176;200884863;24687;0
2423;ENSG00000163374;YY1AP1;1;155629237;155658791;29554;0
2424;ENSG00000163382;APOA1BP;1;156561554;156564091;2537;0
2425;ENSG00000163386;NBPF10;1;145289772;145370303;80531;0
2426;ENSG00000163393;SLC22A15;1;116519119;116612675;93556;0
2427;ENSG00000163399;ATP1A1;1;116915290;116952883;37593;0
2428;ENSG00000163435;ELF3;1;201977073;201986316;9243;0
2429;ENSG00000163444;TMEM183A;1;202976514;202993976;17462;0
2430;ENSG00000163462;TRIM46;1;155145873;155157447;11574;0
2431;ENSG00000163463;KRTCAP2;1;155141884;155145951;4067;0
2432;ENSG00000163468;CCT3;1;156278759;156337664;58905;0
2433;ENSG00000163472;TMEM79;1;156252726;156262976;10250;0
2434;ENSG00000163479;SSR2;1;155978839;155990750;11911;0
2435;ENSG00000163485;ADORA1;1;203059782;203136533;76751;0
2436;ENSG00000163486;SRGAP2;1;206516200;206637783;121583;0
2437;ENSG00000163531;NFASC;1;204797779;204991950;194171;0
2438;ENSG00000163545;NUAK2;1;205271187;205290883;19696;0
2439;ENSG00000163565;IFI16;1;158969758;159024945;55187;1
2440;ENSG00000163568;AIM2;1;159032274;159116886;84612;0
2441;ENSG00000163866;SMIM12;1;35178338;35325417;147079;0
2442;ENSG00000163867;ZMYM6;1;35449523;35497569;48046;0
2443;ENSG00000163873;GRIK3;1;37261128;37499730;238602;0
2444;ENSG00000163874;ZC3H12A;1;37940153;37949980;9827;0
2445;ENSG00000163875;MEAF6;1;37958176;37980375;22199;0
2446;ENSG00000163877;SNIP1;1;38000050;38019903;19853;0
2447;ENSG00000163879;DNALI1;1;38022520;38032458;9938;0
2448;ENSG00000163909;HEYL;1;40089825;40105617;15792;0
2449;ENSG00000164002;EXO5;1;40974413;40982228;7815;0
2450;ENSG00000164008;C1orf50;1;43232940;43263968;31028;0
2451;ENSG00000164010;ERMAP;1;43282795;43310660;27865;0
2452;ENSG00000164011;ZNF691;1;43312280;43318148;5868;0
2453;ENSG00000164845;FAM86FP;12;8385108;8395544;10436;0
2454;ENSG00000165309;ARMC3;10;23216953;23326518;109565;0
2455;ENSG00000165312;OTUD1;10;23728198;23731308;3110;0
2456;ENSG00000165322;ARHGAP12;10;32094365;32217742;123377;0
2457;ENSG00000165323;FAT3;11;92085262;92629618;544356;0
2458;ENSG00000165338;HECTD2;10;93170096;93274586;104490;0
2459;ENSG00000165388;ZNF488;10;48355024;48373866;18842;1
2460;ENSG00000165406;08-Mar;10;45950035;46090354;140319;0
2461;ENSG00000165416;SUGT1;13;53226844;53275044;48200;0
2462;ENSG00000165424;ZCCHC24;10;81142081;81205383;63302;0
2463;ENSG00000165434;PGM2L1;11;74041363;74109518;68155;0
2464;ENSG00000165443;PHYHIPL;10;60936350;61007534;71184;0
2465;ENSG00000165449;SLC16A9;10;61410523;61495760;85237;1
2466;ENSG00000165458;INPPL1;11;71934745;71950149;15404;0
2467;ENSG00000165475;CRYL1;13;20977806;21099996;122190;0
2468;ENSG00000165476;REEP3;10;65281123;65384883;103760;0
2469;ENSG00000165478;HEPACAM;11;124789089;124806308;17219;0
2470;ENSG00000165480;SKA3;13;21727734;21750741;23007;1
2471;ENSG00000165487;MICU2;13;22066836;22178353;111517;0
2472;ENSG00000165490;C11orf82;11;82611017;82669319;58302;0
2473;ENSG00000165494;PCF11;11;82868030;82898493;30463;0
2474;ENSG00000165495;PKNOX2;11;125034583;125303285;268702;0
2475;ENSG00000165507;C10orf10;10;45466429;45474258;7829;0
2476;ENSG00000165511;C10orf25;10;45493146;45496336;3190;0
2477;ENSG00000165512;ZNF22;10;45495923;45500774;4851;0
2478;ENSG00000165526;RPUSD4;11;126071993;126081587;9594;0
2479;ENSG00000165566;AMER2;13;25735822;25746426;10604;0
2480;ENSG00000165568;AKR1E2;10;4828821;4890254;61433;0
2481;ENSG00000165572;KBTBD6;13;41701705;41706882;5177;0
2482;ENSG00000165609;NUDT5;10;12207324;12238143;30819;0
2483;ENSG00000165626;BEND7;10;13480484;13570974;90490;0
2484;ENSG00000165629;ATP5C1;10;7830092;7849778;19686;0
2485;ENSG00000165630;PRPF18;10;13628927;13672868;43941;0
2486;ENSG00000165632;TAF3;10;7860467;8058590;198123;0
2487;ENSG00000165633;VSTM4;10;50222290;50323554;101264;0
2488;ENSG00000165637;VDAC2;10;76969912;76991206;21294;0
2489;ENSG00000165644;COMTD1;10;76993727;76995788;2061;0
2490;ENSG00000165646;SLC18A2;10;119000604;119038941;38337;0
2491;ENSG00000165650;PDZD8;10;119040000;119134978;94978;0
2492;ENSG00000165655;ZNF503;10;77157588;77161664;4076;0
2493;ENSG00000165660;FAM175B;10;126490354;126525239;34885;0
2494;ENSG00000165669;FAM204A;10;120065401;120101840;36439;0
2495;ENSG00000165672;PRDX3;10;120927215;120938345;11130;0
2496;ENSG00000165678;GHITM;10;85899196;85913001;13805;0
2497;ENSG00000165714;LOH12CR1;12;12510013;12619840;109827;0
2498;ENSG00000165730;STOX1;10;70587298;70655188;67890;0
2499;ENSG00000165731;RET;10;43572475;43625799;53324;0
2500;ENSG00000165732;DDX21;10;70715884;70744829;28945;0
2501;ENSG00000165733;BMS1;10;43278249;43330385;52136;0
2502;ENSG00000165752;STK32C;10;134020996;134145351;124355;0
2503;ENSG00000165757;KIAA1462;10;30301729;30404423;102694;0
2504;ENSG00000165805;C12orf50;12;88373816;88427814;53998;1
2505;ENSG00000165806;CASP7;10;115438942;115490662;51720;1
2506;ENSG00000165813;C10orf118;10;115880621;115933979;53358;0
2507;ENSG00000165832;TRUB1;10;116697952;116737430;39478;0
2508;ENSG00000165868;HSPA12A;10;118430703;118502085;71382;0
2509;ENSG00000165879;FRAT1;10;99079022;99081672;2650;0
2510;ENSG00000165886;UBTD1;10;99258625;99330966;72341;0
2511;ENSG00000165891;E2F7;12;77415027;77459360;44333;1
2512;ENSG00000165895;ARHGAP42;11;100558384;100862668;304284;0
2513;ENSG00000165899;OTOGL;12;80603233;80772870;169637;1
2514;ENSG00000165912;PACSIN3;11;47199076;47207994;8918;0
2515;ENSG00000165915;SLC39A13;11;47428683;47438047;9364;0
2516;ENSG00000165916;PSMC3;11;47440320;47447993;7673;0
2517;ENSG00000165935;SMCO2;12;27619743;27655118;35375;0
2518;ENSG00000165966;PDZRN4;12;41582250;41968392;386142;0
2519;ENSG00000165970;SLC6A5;11;20620946;20680831;59885;1
2520;ENSG00000165973;NELL1;11;20691117;21597227;906110;1
2521;ENSG00000165983;PTER;10;16478942;16555736;76794;0
2522;ENSG00000165995;CACNB2;10;18429606;18830798;401192;0
2523;ENSG00000165996;PTPLA;10;17631958;17659376;27418;0
2524;ENSG00000165997;ARL5B;10;18948334;18970568;22234;0
2525;ENSG00000166002;SMCO4;11;93211638;93276674;65036;0
2526;ENSG00000166004;KIAA1731;11;93394805;93463522;68717;0
2527;ENSG00000166006;KCNC2;12;75433857;75603648;169791;0
2528;ENSG00000166012;TAF1D;11;93463114;93517557;54443;0
2529;ENSG00000166016;ABTB2;11;34172535;34379555;207020;0
2530;ENSG00000166024;R3HCC1L;10;99894387;100004654;110267;0
2531;ENSG00000166025;AMOTL1;11;94439597;94609918;170321;0
2532;ENSG00000166033;HTRA1;10;124221041;124274424;53383;1
2533;ENSG00000166037;CEP57;11;95523129;95565857;42728;0
2534;ENSG00000166046;TCP11L2;12;106695707;106740793;45086;0
2535;ENSG00000166086;JAM3;11;133938820;134021896;83076;0
2536;ENSG00000166105;GLB1L3;11;134144139;134189458;45319;0
2537;ENSG00000166106;ADAMTS15;11;130318869;130346532;27663;0
2538;ENSG00000166111;SVOP;12;109304658;109459045;154387;0
2539;ENSG00000166130;IKBIP;12;99007183;99038891;31708;0
2540;ENSG00000166135;HIF1AN;10;102288829;102319755;30926;0
2541;ENSG00000166136;NDUFB8;10;102267203;102289757;22554;0
2542;ENSG00000166153;DEPDC4;12;100597447;100660857;63410;0
2543;ENSG00000166159;LRTM2;12;1929433;1945918;16485;0
2544;ENSG00000166167;BTRC;10;103113820;103317078;203258;0
2545;ENSG00000166169;POLL;10;103338639;103348027;9388;0
2546;ENSG00000166171;DPCD;10;103330317;103369425;39108;0
2547;ENSG00000166181;API5;11;43333513;43366079;32566;0
2548;ENSG00000166189;HPS6;10;103825147;103827792;2645;0
2549;ENSG00000166197;NOLC1;10;103911933;103923627;11694;0
2550;ENSG00000166199;ALKBH3;11;43902361;43941816;39455;0
2551;ENSG00000166224;SGPL1;10;72575717;72640930;65213;0
2552;ENSG00000166225;FRS2;12;69864129;69973562;109433;0
2553;ENSG00000166226;CCT2;12;69979114;69995350;16236;0
2554;ENSG00000166228;PCBD1;10;72642037;72648541;6504;0
2555;ENSG00000166250;CLMP;11;122943035;123065989;122954;0
2556;ENSG00000166257;SCN3B;11;123499895;123525952;26057;0
2557;ENSG00000166261;ZNF202;11;123594885;123612383;17498;0
2558;ENSG00000166266;CUL5;11;107879459;107978503;99044;0
2559;ENSG00000166272;WBP1L;10;104503727;104576021;72294;0
2560;ENSG00000166275;C10orf32;10;104613980;104624718;10738;0
2561;ENSG00000166295;ANAPC16;10;73975787;73995618;19831;0
2562;ENSG00000166311;SMPD1;11;6411655;6416228;4573;0
2563;ENSG00000166313;APBB1;11;6416355;6440644;24289;0
2564;ENSG00000166321;NUDT13;10;74870217;74891586;21369;0
2565;ENSG00000166323;C11orf65;11;108179246;108338258;159012;0
2566;ENSG00000166326;TRIM44;11;35684353;35829775;145422;0
2567;ENSG00000166333;ILK;11;6624961;6632102;7141;0
2568;ENSG00000166337;TAF10;11;6627526;6633898;6372;0
2569;ENSG00000166340;TPP1;11;6634000;6640692;6692;0
2570;ENSG00000166341;DCHS1;11;6642556;6677085;34529;0
2571;ENSG00000166343;MSS51;10;75183339;75193319;9980;1
2572;ENSG00000166348;USP54;10;75257296;75385711;128415;0
2573;ENSG00000166349;RAG1;11;36532259;36614706;82447;0
2574;ENSG00000166352;C11orf74;11;36616051;36694823;78772;0
2575;ENSG00000166387;PPFIBP2;11;7534529;7678358;143829;0
2576;ENSG00000166402;TUB;11;8040791;8127659;86868;0
2577;ENSG00000166405;RIC3;11;8127597;8190602;63005;0
2578;ENSG00000166407;LMO1;11;8245851;8290263;44412;0
2579;ENSG00000166435;XRRA1;11;74518784;74660245;141461;0
2580;ENSG00000166436;TRIM66;11;8633584;8693413;59829;0
2581;ENSG00000166439;RNF169;11;74459913;74553458;93545;0
2582;ENSG00000166441;RPL27A;11;8703958;8736306;32348;0
2583;ENSG00000166444;ST5;11;8714898;8932498;217600;0
2584;ENSG00000166452;AKIP1;11;8932686;8941631;8945;0
2585;ENSG00000166471;TMEM41B;11;9302201;9336327;34126;0
2586;ENSG00000166478;ZNF143;11;9481866;9550071;68205;0
2587;ENSG00000166483;WEE1;11;9595228;9615004;19776;0
2588;ENSG00000166507;NDST2;10;75561669;75571589;9920;0
2589;ENSG00000166532;RIMKLB;12;8834196;8935691;101495;0
2590;ENSG00000166575;TMEM135;11;86748886;87034800;285914;0
2591;ENSG00000166578;IQCD;12;113633246;113658899;25653;0
2592;ENSG00000166598;HSP90B1;12;104323885;104347423;23538;0
2593;ENSG00000166670;MMP10;11;102641234;102651359;10125;0
2594;ENSG00000166682;TMPRSS5;11;113558272;113577095;18823;0
2595;ENSG00000166689;PLEKHA7;11;16799842;17035990;236148;0
2596;ENSG00000166788;SAAL1;11;18091482;18127638;36156;0
2597;ENSG00000166793;YPEL4;11;57412560;57417417;4857;0
2598;ENSG00000166801;FAM111A;11;58910221;58922512;12291;0
2599;ENSG00000166833;NAV2;11;19372271;20143144;770873;0
2600;ENSG00000166840;GLYATL1;11;58672871;58811000;138129;0
2601;ENSG00000166860;ZBTB39;12;57392618;57400230;7612;0
2602;ENSG00000166863;TAC3;12;57403784;57422667;18883;0
2603;ENSG00000166881;TMEM194A;12;57449426;57481846;32420;0
2604;ENSG00000166886;NAB2;12;57482677;57489259;6582;0
2605;ENSG00000166888;STAT6;12;57489191;57525922;36731;0
2606;ENSG00000166889;PATL1;11;59404189;59436453;32264;0
2607;ENSG00000166896;XRCC6BP1;12;58335324;58351052;15728;0
2608;ENSG00000166900;STX3;11;59480929;59573354;92425;0
2609;ENSG00000166902;MRPL16;11;59573608;59578345;4737;0
2610;ENSG00000166908;PIP4K2C;12;57984957;57997198;12241;0
2611;ENSG00000166986;MARS;12;57869228;57911352;42124;0
2612;ENSG00000166987;MBD6;12;57914493;57923931;9438;0
2613;ENSG00000167244;IGF2;11;2150342;2170833;20491;0
2614;ENSG00000167257;RNF214;11;117103341;117157161;53820;0
2615;ENSG00000167272;POP5;12;121016567;121019201;2634;0
2616;ENSG00000167283;ATP5L;11;118271869;118302211;30342;0
2617;ENSG00000167323;STIM1;11;3875757;4114439;238682;0
2618;ENSG00000167325;RRM1;11;4115937;4160106;44169;0
2619;ENSG00000167332;OR51E2;11;4701401;4719084;17683;0
2620;ENSG00000167333;TRIM68;11;4619902;4629489;9587;0
2621;ENSG00000167528;ZNF641;12;48733791;48745197;11406;0
2622;ENSG00000167535;CACNB3;12;49207577;49222724;15147;0
2623;ENSG00000167548;KMT2D;12;49412758;49453557;40799;0
2624;ENSG00000167550;RHEBL1;12;49458468;49463808;5340;0
2625;ENSG00000167552;TUBA1A;12;49578579;49583107;4528;0
2626;ENSG00000167553;TUBA1C;12;49582519;49667114;84595;0
2627;ENSG00000167566;NCKAP5L;12;50184929;50222533;37604;0
2628;ENSG00000167588;GPD1;12;50497602;50505102;7500;0
2629;ENSG00000167770;OTUB1;11;63753325;63769283;15958;0
2630;ENSG00000167771;RCOR2;11;63678693;63684316;5623;0
2631;ENSG00000167778;SPRYD3;12;53458388;53473204;14816;0
2632;ENSG00000167779;IGFBP6;12;53491220;53496129;4909;0
2633;ENSG00000167792;NDUFV1;11;67374323;67380006;5683;0
2634;ENSG00000167797;CDK2AP2;11;67273968;67276120;2152;0
2635;ENSG00000167799;NUDT8;11;67395409;67397401;1992;0
2636;ENSG00000167985;SDHAF2;11;61197514;61215001;17487;0
2637;ENSG00000167986;DDB1;11;61066923;61110068;43145;0
2638;ENSG00000167987;VPS37C;11;60897728;60929089;31361;0
2639;ENSG00000167992;VWCE;11;61025762;61062896;37134;0
2640;ENSG00000167994;RAB3IL1;11;61664773;61687741;22968;0
2641;ENSG00000167995;BEST1;11;61717293;61732987;15694;0
2642;ENSG00000167996;FTH1;11;61727190;61735132;7942;0
2643;ENSG00000168000;BSCL2;11;62457747;62477317;19570;0
2644;ENSG00000168002;POLR2G;11;62529016;62534182;5166;0
2645;ENSG00000168003;SLC3A2;11;62623518;62656352;32834;0
2646;ENSG00000168004;HRASLS5;11;63228876;63258666;29790;0
2647;ENSG00000168005;C11orf84;11;63580860;63595190;14330;0
2648;ENSG00000168010;ATG16L2;11;72525353;72554719;29366;0
2649;ENSG00000168014;C2CD3;11;73723763;73882255;158492;0
2650;ENSG00000168040;FADD;11;70049269;70053496;4227;0
2651;ENSG00000168056;LTBP3;11;65306276;65326401;20125;0
2652;ENSG00000168061;SAC3D1;11;64808373;64812300;3927;0
2653;ENSG00000168066;SF1;11;64532078;64546258;14180;0
2654;ENSG00000168067;MAP4K2;11;64556290;64570713;14423;0
2655;ENSG00000168071;CCDC88B;11;64107695;64125006;17311;0
2656;ENSG00000168092;PAFAH1B2;11;117014983;117047610;32627;0
2657;ENSG00000168118;RAB4A;1;229406822;229441641;34819;0
2658;ENSG00000168159;RNF187;1;228674762;228683467;8705;0
2659;ENSG00000168209;DDIT4;10;74033678;74035794;2116;0
2660;ENSG00000168243;GNG4;1;235710987;235814054;103067;0
2661;ENSG00000168264;IRF2BP2;1;234740015;234745271;5256;0
2662;ENSG00000168267;PTF1A;10;23481256;23483181;1925;0
2663;ENSG00000168275;COA6;1;234509202;234519795;10593;0
2664;ENSG00000168283;BMI1;10;22610140;22620413;10273;0
2665;ENSG00000168389;MFSD2A;1;40420802;40435638;14836;0
2666;ENSG00000168439;STIP1;11;63952744;63972015;19271;0
2667;ENSG00000168496;FEN1;11;61560109;61564716;4607;0
2668;ENSG00000168528;SERINC2;1;31882412;31907525;25113;0
2669;ENSG00000168569;TMEM223;11;62539101;62559493;20392;0
2670;ENSG00000168614;NBPF9;1;144811744;144830413;18669;0
2671;ENSG00000168653;NDUFS5;1;39491990;39500308;8318;0
2672;ENSG00000168679;SLC16A4;1;110905470;110933704;28234;0
2673;ENSG00000168710;AHCYL1;1;110527308;110566357;39049;0
2674;ENSG00000168765;GSTM4;1;110198703;110208118;9415;0
2675;ENSG00000168778;TCTN2;12;124155660;124192948;37288;0
2676;ENSG00000168852;TPTE2P5;13;41396432;41495890;99458;0
2677;ENSG00000168876;ANKRD49;11;94226795;94232749;5954;0
2678;ENSG00000168959;GRM5;11;88237744;88799113;561369;0
2679;ENSG00000169126;ARMC4;10;28064115;28287977;223862;0
2680;ENSG00000169129;AFAP1L2;10;116054583;116164515;109932;0
2681;ENSG00000169174;PCSK9;1;55505221;55530525;25304;0
2682;ENSG00000169213;RAB3B;1;52373628;52456436;82808;0
2683;ENSG00000169218;RSPO1;1;38076951;38100595;23644;1
2684;ENSG00000169231;THBS3;1;155165379;155178842;13463;0
2685;ENSG00000169241;SLC50A1;1;155107820;155111329;3509;0
2686;ENSG00000169242;EFNA1;1;155099936;155107333;7397;0
2687;ENSG00000169372;CRADD;12;94071151;94288616;217465;0
2688;ENSG00000169403;PTAFR;1;28473677;28520447;46770;0
2689;ENSG00000169418;NPR1;1;153651113;153666468;15355;0
2690;ENSG00000169504;CLIC4;1;25071848;25170815;98967;0
2691;ENSG00000169519;METTL15;11;28129795;28355054;225259;0
2692;ENSG00000169598;DFFB;1;3773845;3801993;28148;0
2693;ENSG00000169641;LUZP1;1;23410516;23504301;93785;0
2694;ENSG00000169740;ZNF32;10;44139307;44144304;4997;0
2695;ENSG00000169813;HNRNPF;10;43881065;43904614;23549;1
2696;ENSG00000169826;CSGALNACT2;10;43633934;43680756;46822;0
2697;ENSG00000169840;GSX1;13;28366780;28368905;2125;0
2698;ENSG00000169884;WNT10B;12;49359123;49365546;6423;0
2699;ENSG00000169905;TOR1AIP2;1;179809102;179846938;37836;0
2700;ENSG00000169914;OTUD3;1;20209006;20239438;30432;0
2701;ENSG00000169962;TAS1R3;1;1266694;1270686;3992;0
2702;ENSG00000169972;PUSL1;1;1243947;1247057;3110;0
2703;ENSG00000169991;IFFO2;1;19230775;19283180;52405;0
2704;ENSG00000170075;GPR37L1;1;202091986;202102720;10734;0
2705;ENSG00000170145;SIK2;11;111473115;111601577;128462;0
2706;ENSG00000170242;USP47;11;11862970;11980870;117900;0
2707;ENSG00000170312;CDK1;10;62538089;62554610;16521;1
2708;ENSG00000170322;NFRKB;11;129733531;129765485;31954;0
2709;ENSG00000170325;PRDM10;11;129769601;129872730;103129;0
2710;ENSG00000170382;LRRN2;1;204586298;204654861;68563;0
2711;ENSG00000170385;SLC30A1;1;211744910;211752084;7174;0
2712;ENSG00000170426;SDR9C7;12;57316938;57328189;11251;0
2713;ENSG00000170430;MGMT;10;131265448;131566271;300823;0
2714;ENSG00000170456;DENND5B;12;31535157;31744031;208874;0
2715;ENSG00000170473;WIBG;12;56295197;56326402;31205;0
2716;ENSG00000170515;PA2G4;12;56498103;56507691;9588;0
2717;ENSG00000170525;PFKFB3;10;6186881;6277495;90614;1
2718;ENSG00000170545;SMAGP;12;51638342;51664674;26332;0
2719;ENSG00000170581;STAT2;12;56735381;56753939;18558;0
2720;ENSG00000170633;RNF34;12;121837844;121868389;30545;0
2721;ENSG00000170647;TMEM133;11;100862811;100864663;1852;0
2722;ENSG00000170653;ATF7;12;53901640;54020199;118559;0
2723;ENSG00000170743;SYT9;11;7260009;7490273;230264;0
2724;ENSG00000170759;KIF5B;10;32297938;32345359;47421;0
2725;ENSG00000170855;TRIAP1;12;120881764;120884215;2451;0
2726;ENSG00000170903;MSANTD4;11;105866350;105893130;26780;0
2727;ENSG00000170919;TPT1-AS1;13;45915480;45965872;50392;0
2728;ENSG00000170946;DNAJC24;11;31391387;31453396;62009;0
2729;ENSG00000170959;DCDC1;11;30851916;31391357;539441;0
2730;ENSG00000170962;PDGFD;11;103777914;104035107;257193;0
2731;ENSG00000170989;S1PR1;1;101702444;101707074;4630;0
2732;ENSG00000171067;C11orf24;11;68028803;68039469;10666;0
2733;ENSG00000171160;MORN4;10;99374310;99393344;19034;0
2734;ENSG00000171161;ZNF672;1;249132409;249143716;11307;0
2735;ENSG00000171163;ZNF692;1;249144205;249153343;9138;0
2736;ENSG00000171202;TMEM126A;11;85359011;85367591;8580;0
2737;ENSG00000171204;TMEM126B;11;85339629;85347580;7951;0
2738;ENSG00000171206;TRIM8;10;104404253;104418164;13911;0
2739;ENSG00000171219;CDC42BPG;11;64590859;64612041;21182;0
2740;ENSG00000171224;C10orf35;10;71390007;71393352;3345;0
2741;ENSG00000171307;ZDHHC16;10;99205927;99217127;11200;0
2742;ENSG00000171310;CHST11;12;104849073;105155792;306719;0
2743;ENSG00000171311;EXOSC1;10;99195899;99205774;9875;0
2744;ENSG00000171314;PGAM1;10;99185917;99193198;7281;0
2745;ENSG00000171357;LURAP1;1;46669006;46686933;17927;0
2746;ENSG00000171385;KCND3;1;112313284;112531777;218493;0
2747;ENSG00000171435;KSR2;12;117890817;118406788;515971;0
2748;ENSG00000171471;MAP1LC3B2;12;116997186;117014425;17239;0
2749;ENSG00000171488;LRRC8C;1;90098631;90235462;136831;0
2750;ENSG00000171492;LRRC8D;1;90286573;90402170;115597;0
2751;ENSG00000171502;COL24A1;1;86194916;86622626;427710;1
2752;ENSG00000171533;MAP6;11;75297963;75380165;82202;0
2753;ENSG00000171603;CLSTN1;1;9789084;9884584;95500;0
2754;ENSG00000171608;PIK3CD;1;9711790;9789172;77382;0
2755;ENSG00000171612;SLC25A33;1;9599541;9645237;45696;1
2756;ENSG00000171621;SPSB1;1;9352939;9429591;76652;0
2757;ENSG00000171680;PLEKHG5;1;6526152;6580121;53969;0
2758;ENSG00000171681;ATF7IP;12;14518610;14651697;133087;0
2759;ENSG00000171714;ANO5;11;22214722;22304903;90181;0
2760;ENSG00000171729;TMEM51;1;15479028;15546976;67948;0
2761;ENSG00000171735;CAMTA1;1;6845384;7829766;984382;0
2762;ENSG00000171759;PAH;12;103230663;103352188;121525;0
2763;ENSG00000171786;NHLH1;1;160336857;160342638;5781;0
2764;ENSG00000171790;SLFNL1;1;41481269;41488909;7640;0
2765;ENSG00000171792;RHNO1;12;2985424;2998626;13202;0
2766;ENSG00000171793;CTPS1;1;41445007;41478235;33228;1
2767;ENSG00000171798;KNDC1;10;134973951;135039916;65965;0
2768;ENSG00000171806;METTL18;1;169761670;169764107;2437;0
2769;ENSG00000171811;TTC40;10;134621896;134756327;134431;0
2770;ENSG00000171812;COL8A2;1;36560837;36590821;29984;0
2771;ENSG00000171813;PWWP2B;10;134210672;134231367;20695;0
2772;ENSG00000171823;FBXL14;12;1675159;1703331;28172;0
2773;ENSG00000171824;EXOSC10;1;11126675;11159938;33263;0
2774;ENSG00000171862;PTEN;10;89622870;89731687;108817;0
2775;ENSG00000171943;SRGAP2C;1;121107124;121129949;22825;0
2776;ENSG00000171960;PPIH;1;43124096;43142429;18333;0
2777;ENSG00000171988;JMJD1C;10;64926981;65225722;298741;0
2778;ENSG00000172031;EPHX4;1;92495539;92529093;33554;0
2779;ENSG00000172247;C1QTNF4;11;47611216;47616211;4995;0
2780;ENSG00000172260;NEGR1;1;71861623;72748417;886794;0
2781;ENSG00000172269;DPAGT1;11;118967213;118979041;11828;0
2782;ENSG00000172273;HINFP;11;118992297;119006752;14455;0
2783;ENSG00000172339;ALG14;1;95439963;95538501;98538;0
